amie,nom_institucion_educativa,te_fin,nom_estado_ie,nom_sostenimiento,oferta_1,oferta_2,oferta_3,oferta_4,nom_lengua,regimen,jurisdiccion,da_zona,da_dist,nom_distrito,dpa_parroq,dpa_despar,dpa_canton,dpa_descan,dpa_provin,dpa_despro,dpa_anio,txt,dpa_cab
06B00395,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SALVADOR BUSTAMANTE CELI,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00391,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA PUERTO BAQUERIZO MORENO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00388,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""COCISA""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00385,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ELOY ALFARO DELGADO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00384,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA PABLO PALACIOS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00382,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AMAWTA FERNANDO DAQUILEMA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00381,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA SILVIA GUEVARA PÉREZ,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00380,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA ANTONIO JOSE DE SUCRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00379,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA JOSÉ IGNACIO PAREJA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00377,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA OTTO AROSEMENA GÓMEZ,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00375,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA MANUEL LASSO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00374,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE RUMIÑAHUI,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00373,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA RAFAEL BRITO MENDOZA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00371,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA MANUEL DEL PINO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00370,CECIBEB JOSE DE LA CUADRA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00366,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA JHON F KENNEDY,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00363,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA PEDRO MONTERO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00361,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ATAHUALPA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60650,GUAMOTE,606,GUAMOTE,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06B00333,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA VARASPAMBA ÁNGEL ARMIJOS VASCO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60353,JUAN DE VELASCO,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00332,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MONSEÑOR LEONIDAS E PROAÑO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60353,JUAN DE VELASCO,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00328,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE MARIANO VALLA SAGNAY,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60354,SANTIAGO DE QUITO,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00324,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MAESTRO OSWALDO GUAYASAMIN CALERO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00322,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN GUISEL ALTO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00319,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA PAÍSES ANDINOS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00318,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE DE EDUCACIÓN BÁSICA GONZALO DIAZ DE PINEDA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00311,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE DR. MANUEL NAULA SAGÑAY,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00308,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ABYA YALA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60354,SANTIAGO DE QUITO,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00306,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA JUAN BERNARDO DÁVALOS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00304,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA CARLOS ARTURO LEÓN,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00298,CECIBEB PACIFICO CHIRIBOGA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00293,CECIBEB PAMPITE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00292,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CALANCHA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00291,CECIBEB ESTANISLAO ZAMBRANO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00288,ESCUELCECIBEB COMANDANTE COSME RENELLA BARBATO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60353,JUAN DE VELASCO,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00285,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DUCHICELA SHIRY XII,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00270,CECIBEB MANUEL CORO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60352,COLUMBE,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00245,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""CIENCIA Y BIBLIA """,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,ESCOLARIDAD,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00244,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA TNTE. CARLOS DÍAZ TERÁN,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00237,CECIBEB 6 DE MARZO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00233,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""JAIME ROLDÓS AGUILERA""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00216,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""ING. HERMEL TAYUPANDA""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00214,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""SEGUNDO JACOBO YÉPEZ TOCTO""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00211,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA JOSÉ MARÍA VILLAVIVENCIO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00201,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA JUAN BAUTISTA AGUIRRE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D04,COLTA - GUAMOTE,60301,CAJABAMBA,603,COLTA,6,CHIMBORAZO,2023,PARROQUIA URBANA,60350.0
06B00151,CECIBEB LLILLA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D02,CHUNCHI - ALAUSI,60251,ACHUPALLAS,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00083,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA CONSOLATA 92,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D01,RIOBAMBA - CHAMBO,60158,PUNÍN,601,RIOBAMBA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06B00047,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN GENERAL BÁSICA LIZARDO GARCÍA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,3,06D01,RIOBAMBA - CHAMBO,60154,FLORES,601,RIOBAMBA,6,CHIMBORAZO,2023,PARROQUIA RURAL,
03H00763,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN RAFAEL,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,KICHWA,SIERRA,INTERCULTURAL BILINGUE,0,00000,ZONA EN ESTUDIO,900651,JUVAL (CAÑAR-CHIMBORAZO),9006,JUVAL,90,ZONA EN ESTUDIO,2023,ZONA EN ESTUDIO,
03H00186,ESCUELA DE EDUCACIÓN BÁSICA LOS GUAYACANES,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,0,00000,ZONA EN ESTUDIO,900651,JUVAL (CAÑAR-CHIMBORAZO),9006,JUVAL,90,ZONA EN ESTUDIO,2023,ZONA EN ESTUDIO,
06H01922,UNIDAD EDUCATIVA PCEI “JAIME ROLDÓS AGUILERA”,MATRIZ,ACTIVA,FISCAL,,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60250,ALAUSÍ,602,ALAUSÍ,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H01749,CENTRO DE APOYO PARA NIÑOS CON NECESIDADES ESPECIALES,MATRIZ,ACTIVA,MUNICIPAL,,,,NO ESCOLARIZADA,ESPAÑOL,,,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00929,"UNIDAD EDUCATIVA ""QUITUMBE""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60554,LLAGOS,605,CHUNCHI,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00917,"UNIDAD EDUCATIVA ""GONZOL""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60553,GONZOL,605,CHUNCHI,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00908,"UNIDAD EDUCATIVA ""COMPUD""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60552,COMPUD,605,CHUNCHI,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00907,UNIDAD EDUCATIVA “RÍO CENEPA”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60552,COMPUD,605,CHUNCHI,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00898,UNIDAD EDUCATIVA MONTEVIDEO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00894,UNIDAD EDUCATIVA “MIGUEL ÁNGEL COSTALES”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60553,GONZOL,605,CHUNCHI,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00885,ESCUELA DE EDUCACIÓN BÁSICA SANTIAGO DE CHILE,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00880,UNIDAD EDUCATIVA GENARO MONCAYO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00879,ESCUELA DE EDUACIÓN BÁSICA ASAAD BUCARAM,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00871,UNIDAD EDUCATIVA FISCOMISIONAL “MARÍA AUXILIADORA FE Y ALEGRÍA”,MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00867,ESCUELA DE EDUCACIÓN BÁSICA CARACAS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00866,Escuela de Educación Básica “EUDORO FLORES”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00854,"UNIDAD EDUCATIVA ""CHUNCHI""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60550,CHUNCHI,605,CHUNCHI,6,CHIMBORAZO,2023,CABECERA CANTONAL,
06H00660,"UNIDAD EDUCATIVA ""JUAN FRANCISCO YEROVI""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60260,TIXÁN,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00657,"UNIDAD EDUCATIVA ""SIBAMBE""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60259,SIBAMBE,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00633,ESCUELA DE EDUCACIÓN BÁSICA “JOSÉ RAFAEL BUSTAMANTE”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60259,SIBAMBE,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00626,ESCUELA DE EDUCACIÓN BÁSICA “ESPAÑA”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60258,SEVILLA,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00624,ESCUELA DE EDUCACIÓN BÁSICA FISCAL “GALO PLAZA LASSO”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60257,PUMALLACTA,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00619,"UNIDAD EDUCATIVA ""ARENILLAS""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60256,PISTISHI,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00617,"ESCUELA DE EDUCACIÓN BÁSICA ""CARLOS CALERO GALLEGOS""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60255,MULTITUD,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00615,"UNIDAD EDUCATIVA ""JULIO ENRIQUE REMACHE""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60259,SIBAMBE,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00613,UNIDAD EDUCATIVA “VICENTE MARCHÁN RAMÍREZ”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60255,MULTITUD,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00610,ESCUELA DE EDUCACIÓN BÁSICA “JUAN BENIGNO VELA”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60255,MULTITUD,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00605,"UNIDAD EDUCATIVA ""MULTITUD""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60255,MULTITUD,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00603,ESCUELA DE EDUCACIÓN BÁSICA “MANUEL BENJAMÍN CARRIÓN”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60255,MULTITUD,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
06H00602,UNIDAD EDUCATIVA ELOY ALFARO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,3,06D02,CHUNCHI - ALAUSI,60254,HUIGRA,602,ALAUSÍ,6,CHIMBORAZO,2023,PARROQUIA RURAL,
